GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADQ001,ADZ001,AD9001,AEW001,AEW002,AEW003,AEW004,AEW005,AEW006,AE6001,AE6002,AE6003,ADR001,ADR002,ADS001,ADU001,ADV001,ADV002,ADX001,AD0001,AD0002,AD0003,AD1001,AD1002,AD1003,AD1004,AD1005,AD1006,AD4001,AD4002,AD4003,AD4004,AD5001,AD5002,AD6001,AD6002,AEM001,AEM002,AET001,AET002,AET003,AET004,AET005,AET006,AET007,AET008,AET009,AET010,AET011,AET012,AET013,AET014,AET015,AET016,AET017,AET018,AET019,AET020,AET021,AET022,AET023,AE0001,AE0002,AE0003,AE0004,AE0005,AE0006,AE0007,AE0008,AE0009,AE0010,AE0011,AE0012,AE0013,AE0014,AE0015,AE0016,AE0017,AE0018,AE0019,AE0020,AE0021,AE0022,AE0023,AE0024,AE0025,AE0026,AE0027,AE0028,AE0029,AE0030,AE1001,AE1002,AE2001,AE2002,AE2003,AE2004,AE2005,AE2006,AE2007,AE2008,AE2009,AE2010,AE2011,AE2012,AE2013,AE2014,AE2015,AE4001,AE5001
"G0101110","1850","Alabama","010","Randolph","1110","Randolph",11581,0,0,5447,5169,15,14,443,493,10616,29,936,198,34,232,,60,7,1904,0,60,0,0,0,60,1829,0,0,976,818,0,0,1794,0,1794,0,6576,19,18,2,,,,0,0,,,,0,,20,,0,,0,,,0,0,0,0,129,1022,1025,899,609,837,554,388,246,114,64,12,6,0,0,103,916,1055,821,657,900,527,336,185,115,47,9,4,1,0,5905,5676,232,1938,2080,1720,1266,1737,1081,724,431,229,111,21,10,1,0,0,0
"G0101130","1850","Alabama","010","Russell","1130","Russell",19548,0,0,4424,3981,19,13,5572,5539,8405,32,11111,8,0,8,,46,74,1411,0,25,2,0,0,25,600,4,163,431,397,0,0,828,0,828,0,5163,24,13,0,,,,1,0,,,,0,,12,,0,,0,,,0,0,0,0,4,1643,1642,1379,1104,1596,1249,708,365,234,62,22,5,2,0,4,1577,1550,1315,1169,1665,1049,591,333,188,64,19,8,1,0,10015,9533,8,3220,3192,2694,2273,3261,2298,1299,698,422,126,41,13,3,0,0,0
"G0101150","1850","Alabama","010","St Clair","1150","St Clair",6829,0,0,2829,2672,4,3,653,668,5501,7,1321,183,41,224,,44,24,944,0,12,0,0,0,12,120,0,0,381,305,0,0,686,0,686,0,2148,2,9,0,,,,0,0,,,,0,,15,,2,,0,,,0,0,0,0,119,527,596,511,410,534,317,199,145,93,27,7,1,0,0,105,509,533,477,421,553,321,185,155,55,18,11,0,0,0,3486,3343,224,1036,1129,988,831,1087,638,384,300,148,45,18,1,0,0,0,0
"G0101170","1850","Alabama","010","Shelby","1170","Shelby",9536,0,0,3681,3472,2,5,1187,1189,7153,7,2376,145,32,177,,62,7,1170,0,24,0,0,0,26,992,0,0,607,486,0,0,1093,0,1093,0,2271,6,0,0,,,,0,0,,,,0,,0,,0,,0,,,0,0,0,0,74,748,753,700,656,760,488,317,212,108,38,16,0,0,0,103,728,815,662,574,738,468,299,161,87,20,9,2,0,0,4870,4666,177,1476,1568,1362,1230,1498,956,616,373,195,58,25,2,0,0,0,0
"G0101190","1850","Alabama","010","Sumter","1190","Sumter",22250,0,0,3890,3479,27,23,7485,7346,7369,50,14831,231,374,605,,118,157,1342,0,19,4,0,0,20,433,7,160,627,552,0,0,1179,0,1178,1,3026,95,13,0,,,,1,0,,,,0,,12,,14,,0,,,0,0,0,0,314,1654,1635,1506,1212,2082,1416,824,438,238,58,12,5,5,3,292,1563,1652,1450,1270,1986,1238,761,360,184,70,15,3,1,3,11402,10848,606,3217,3287,2956,2482,4068,2654,1585,798,422,128,27,8,6,6,1,0
"G0101210","1850","Alabama","010","Talladega","1210","Talladega",18624,0,0,5901,5716,20,16,3370,3601,11617,36,6971,370,198,568,,83,96,1861,0,29,8,0,0,29,715,15,370,1108,973,0,0,2081,0,2081,0,5836,47,21,0,,,,0,0,,,,0,,19,,7,,0,,,0,0,0,0,298,1407,1605,1327,1052,1462,931,604,347,173,65,18,0,0,2,270,1428,1595,1441,1086,1498,899,589,284,156,64,17,3,3,0,9291,9333,568,2835,3200,2768,2138,2960,1830,1193,631,329,129,35,3,3,2,0,0
"G0101230","1850","Alabama","010","Tallapoosa","1230","Tallapoosa",15584,0,0,5864,5647,0,0,1998,2075,11511,0,4073,341,95,436,,74,43,2037,0,6,3,0,0,6,140,3,135,589,621,0,0,1210,0,1210,0,7684,9,20,1,,,,0,0,,,,0,,4,,0,,0,,,0,0,1,0,225,862,1011,1134,1002,1387,1008,709,321,121,55,22,3,1,1,211,882,965,982,984,1429,1006,758,304,114,57,24,6,0,0,7862,7722,436,1744,1976,2116,1986,2816,2014,1467,625,235,112,46,9,1,1,0,0
"G0101250","1850","Alabama","010","Tuscaloosa","1250","Tuscaloosa",18056,0,0,5164,5407,5,3,3755,3722,10571,8,7477,340,184,524,,65,35,1914,1,16,4,9,90,16,404,9,150,781,725,0,0,1506,0,1506,0,3807,100,22,0,,,,1,0,,,,0,,19,,11,,0,,,0,0,0,0,264,1088,1146,1082,1183,1706,1006,708,413,209,83,30,5,1,0,260,1048,1294,1111,1155,1692,1039,745,430,231,86,33,6,2,0,8924,9132,524,2136,2440,2193,2338,3398,2045,1453,843,440,169,63,11,3,0,0,0
"G0101270","1850","Alabama","010","Walker","1270","Walker",5124,0,0,2490,2367,1,0,131,135,4857,1,266,166,6,172,,24,4,799,0,2,0,0,0,2,45,0,0,127,95,0,0,222,0,222,0,1409,1,12,0,,,,0,0,,,,0,,9,,0,,0,,,0,0,0,0,113,426,467,376,271,398,218,155,101,58,32,7,0,0,0,59,415,450,353,285,410,224,158,91,37,16,4,0,0,0,2622,2502,172,841,917,729,556,808,442,313,192,95,48,11,0,0,0,0,0
"G0101290","1850","Alabama","010","Washington","1290","Washington",2713,0,0,616,579,9,13,774,722,1195,22,1496,31,27,58,,7,27,258,0,6,0,0,0,6,120,0,0,40,45,0,0,85,0,85,0,407,1,1,0,,,,0,0,,,,0,,6,,0,,0,,,0,0,0,0,32,189,197,163,174,262,159,95,62,44,17,4,1,0,0,26,191,208,169,143,238,144,88,54,39,12,2,0,0,0,1399,1314,58,380,405,332,317,500,303,183,116,83,29,6,1,0,0,1,0
"G0101310","1850","Alabama","010","Wilcox","1310","Wilcox",17352,0,0,2875,2642,0,0,5941,5894,5517,0,11835,191,316,507,,39,89,983,0,6,4,0,0,6,153,13,299,272,228,0,0,500,0,500,0,1666,49,2,1,,,,0,0,,,,0,,3,,3,,0,,,0,0,0,0,256,1301,1251,1166,1062,1617,908,663,332,145,72,37,5,1,0,251,1266,1235,1146,1045,1571,872,619,306,122,66,28,7,2,0,8816,8536,507,2567,2486,2312,2107,3188,1780,1282,638,267,138,65,12,3,0,1,0
"G0500010","1850","Arkansas","050","Arkansas","0010","Arkansas",3245,0,0,918,776,6,7,828,710,1694,13,1538,65,30,95,,42,39,328,0,7,0,0,0,7,95,0,0,95,90,0,0,185,0,185,0,847,26,1,,,,,0,0,,,,,,8,,0,,0,,,0,,,0,43,230,215,255,205,357,218,135,58,31,4,1,0,0,0,52,187,215,209,196,271,175,118,41,18,8,2,1,0,0,1752,1493,95,417,430,464,401,628,393,253,99,49,12,3,1,0,0,1,0
"G0500030","1850","Arkansas","050","Ashley","0030","Ashley",2058,0,0,781,628,1,4,323,321,1409,5,644,49,12,61,,35,26,269,0,5,0,0,0,5,150,0,0,91,67,0,0,158,0,158,0,1121,8,4,,,,,0,0,,,,,,6,,0,,0,,,0,,,0,29,143,184,146,124,201,142,76,39,17,4,0,0,0,0,32,150,132,139,114,180,103,59,32,8,3,1,0,0,0,1105,953,61,293,316,285,238,381,245,135,71,25,7,1,0,0,0,1,0
"G0500070","1850","Arkansas","050","Benton","0070","Benton",3710,0,0,1777,1731,1,0,104,97,3508,1,201,110,3,113,,20,6,572,0,7,2,0,0,7,146,2,55,328,323,0,0,651,0,651,0,2077,20,0,,,,,0,0,,,,,,2,,0,,0,,,0,,,0,57,259,321,286,222,280,199,144,66,33,12,3,0,0,0,56,288,308,271,237,296,162,117,53,29,8,3,0,0,0,1882,1828,113,547,629,557,459,576,361,261,119,62,20,6,0,0,0,0,0
"G0500110","1850","Arkansas","050","Bradley","0110","Bradley",3829,0,0,1393,1208,2,0,604,622,2601,2,1226,101,41,142,,32,28,440,0,7,0,0,0,7,140,0,0,148,120,0,0,268,0,268,0,1932,12,4,,,,,0,0,,,,,,8,,0,,0,,,0,,,0,74,294,321,253,191,380,255,110,74,37,9,0,0,1,0,68,308,282,247,209,348,175,92,67,22,8,3,1,0,0,1999,1830,142,602,603,500,400,728,430,202,141,59,17,3,1,1,0,1,0
"G0500150","1850","Arkansas","050","Carroll","0150","Carroll",4614,0,0,2269,2122,7,3,99,114,4391,10,213,187,11,198,,24,1,686,0,23,0,0,0,23,460,0,0,512,371,4,2,883,6,889,0,2567,2,5,,,,,0,0,,,,,,13,,4,,0,,,0,,,0,107,364,423,358,286,340,220,158,58,45,12,4,0,0,0,91,345,410,338,263,330,210,156,51,44,1,0,0,0,0,2375,2239,198,709,833,696,549,670,430,314,109,89,13,4,0,0,0,0,0
"G0500170","1850","Arkansas","050","Chicot","0170","Chicot",5115,0,0,630,492,3,6,2003,1981,1122,9,3984,30,55,85,,18,95,226,0,3,0,0,0,3,75,0,0,87,79,0,0,166,0,161,5,750,44,0,,,,,0,0,,,,,,0,,2,,0,,,0,,,0,43,368,334,321,245,543,392,226,99,42,10,4,0,3,6,42,378,359,308,251,499,340,173,76,35,11,4,0,0,3,2636,2479,85,746,693,629,496,1042,732,399,175,77,21,8,0,3,9,1,0
"G0500190","1850","Arkansas","050","Clark","0190","Clark",4070,0,0,1663,1450,3,4,466,484,3113,7,950,116,16,132,,39,13,537,0,0,13,0,0,0,0,13,196,161,122,0,0,283,0,283,0,1740,15,3,,,,,0,0,,,,,,4,,0,,0,,,0,,,0,70,298,322,280,224,435,247,129,76,41,7,2,1,0,0,62,352,316,277,226,328,176,109,50,35,5,2,0,0,0,2132,1938,132,650,638,557,450,763,423,238,126,76,12,4,1,0,0,0,0
"G0500290","1850","Arkansas","050","Conway","0290","Conway",3583,0,0,1728,1611,1,3,113,127,3339,4,240,45,0,45,,0,0,595,0,0,0,0,0,0,0,0,0,70,64,0,0,134,0,134,0,1835,25,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,21,309,314,277,178,297,224,113,61,34,11,2,0,1,0,24,297,309,265,191,291,181,99,48,24,9,2,0,1,0,1842,1741,45,606,623,542,369,588,405,212,109,58,20,4,0,2,0,1,0
"G0500330","1850","Arkansas","050","Crawford","0330","Crawford",7960,0,0,3607,3328,42,50,444,489,6935,92,933,269,27,296,,88,10,1247,1,1,15,7,30,2,75,17,330,639,593,0,0,1232,0,1232,0,3953,289,0,,,,,1,0,,,,,,1,,3,,3,,,0,,,0,138,568,632,562,420,707,511,314,152,61,19,3,0,0,6,158,570,628,539,490,695,402,231,98,39,12,2,1,0,2,4093,3867,296,1138,1260,1101,910,1402,913,545,250,100,31,5,1,0,8,1,0
"G0500350","1850","Arkansas","050","Crittenden","0350","Crittenden",2648,0,0,1017,825,3,2,431,370,1842,5,801,49,17,66,,26,18,360,0,3,0,0,0,3,55,0,0,54,55,0,0,109,0,109,0,1161,17,0,,,,,0,0,,,,,,1,,1,,0,,,0,,,0,30,183,189,178,150,314,209,126,58,8,3,2,1,0,0,36,173,184,172,142,224,133,81,37,11,3,1,0,0,0,1451,1197,66,356,373,350,292,538,342,207,95,19,6,3,1,0,0,1,0
"G0500390","1850","Arkansas","050","Dallas","0390","Dallas",6877,0,0,2349,1984,1,1,1332,1210,4333,2,2542,164,44,208,,43,34,740,0,7,4,0,0,7,194,5,124,204,147,0,0,351,0,347,4,3434,7,5,,,,,0,0,,,,,,5,,1,,0,,,0,,,0,107,494,604,520,401,727,414,240,113,42,17,1,0,2,0,101,504,580,474,367,549,306,190,80,33,7,2,2,0,0,3682,3195,208,998,1184,994,768,1276,720,430,193,75,24,3,2,2,0,0,0
"G0500410","1850","Arkansas","050","Desha","0410","Desha",2911,0,0,952,733,31,26,610,559,1685,57,1169,43,70,113,,82,55,350,0,2,0,0,0,2,40,0,0,42,39,0,0,81,0,81,0,1031,55,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,54,206,187,170,148,358,241,149,50,24,4,2,0,0,0,59,199,194,164,134,261,164,90,37,13,1,1,0,1,0,1593,1318,113,405,381,334,282,619,405,239,87,37,5,3,0,1,0,1,0
"G0500430","1850","Arkansas","050","Drew","0430","Drew",3276,0,0,1271,1090,0,0,446,469,2361,0,915,100,36,136,,68,16,430,0,8,1,0,0,8,145,1,45,165,119,0,0,284,0,284,0,1806,12,6,,,,,0,0,,,,,,9,,0,,0,,,0,,,0,68,228,277,237,197,319,206,110,52,16,5,1,1,0,0,68,249,248,227,171,272,158,101,35,20,6,3,1,0,0,1717,1559,136,477,525,464,368,591,364,211,87,36,11,4,2,0,0,0,0
"G0500470","1850","Arkansas","050","Franklin","0470","Franklin",3972,0,0,1805,1692,2,1,230,242,3497,3,472,154,13,167,,54,6,617,0,8,0,0,0,8,180,0,0,309,251,1,0,560,1,561,0,1957,43,2,,,,,0,0,,,,,,1,,2,,0,,,0,,,0,92,306,353,286,225,311,231,132,65,25,9,2,0,0,0,75,323,321,276,230,317,213,101,44,23,11,0,1,0,0,2037,1935,167,629,674,562,455,628,444,233,109,48,20,2,1,0,0,0,0
"G0500490","1850","Arkansas","050","Fulton","0490","Fulton",1819,0,0,913,855,1,0,25,25,1768,1,50,69,0,69,,28,2,288,0,0,0,0,0,0,0,0,0,166,113,0,0,279,0,279,0,1106,3,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,39,138,152,129,110,171,101,43,33,18,4,1,0,0,0,30,145,138,118,114,164,85,40,31,12,2,0,0,0,1,939,880,69,283,290,247,224,335,186,83,64,30,6,1,0,0,1,0,0
"G0500550","1850","Arkansas","050","Greene","0550","Greene",2593,0,0,1346,1184,7,3,22,31,2530,10,53,119,1,120,,27,0,436,0,6,0,0,0,6,120,0,0,187,120,0,0,307,0,307,0,1528,4,2,,,,,0,0,,,,,,5,,0,,0,,,0,,,0,67,207,233,209,157,211,144,76,40,21,9,1,0,0,0,53,187,207,173,138,213,123,72,29,16,6,0,0,1,0,1375,1218,120,394,440,382,295,424,267,148,69,37,15,1,0,1,0,0,0
"G0500570","1850","Arkansas","050","Hempstead","0570","Hempstead",7672,0,0,2781,2399,20,12,1206,1254,5180,32,2460,152,34,186,,45,33,855,0,9,2,0,0,9,166,8,130,220,222,0,0,442,0,442,0,2974,10,4,,,,,0,0,,,,,,3,,2,,0,,,0,,,0,87,565,635,535,454,775,436,260,144,91,17,8,0,0,0,99,566,589,533,415,655,380,232,112,62,12,10,0,0,0,4007,3665,186,1131,1224,1068,869,1430,816,492,256,153,29,18,0,0,0,0,0
"G0500590","1850","Arkansas","050","Hot Spring","0590","Hot Spring",3609,0,0,1775,1462,5,6,174,187,3237,11,361,131,15,146,,31,6,579,0,1,12,0,0,1,36,12,273,458,233,0,0,691,0,691,0,2116,8,5,,,,,0,0,,,,,,13,,3,,0,,,0,,,0,79,297,304,255,195,383,198,133,70,25,11,1,1,2,0,67,222,293,230,205,288,164,95,62,19,6,4,0,0,0,1954,1655,146,519,597,485,400,671,362,228,132,44,17,5,1,2,0,0,0
"G0500630","1850","Arkansas","050","Independence","0630","Independence",7767,0,0,3556,3371,6,6,412,416,6927,12,828,232,20,252,,115,4,1159,0,12,1,0,0,12,310,6,85,523,415,0,0,938,0,938,0,3392,15,1,,,,,0,0,,,,,,10,,4,,0,,,0,,,0,113,602,659,575,409,683,415,286,144,71,13,3,1,0,0,139,581,632,547,416,681,388,211,114,58,17,7,2,0,0,3974,3793,252,1183,1291,1122,825,1364,803,497,258,129,30,10,3,0,0,0,0
"G0500650","1850","Arkansas","050","Izard","0650","Izard",3213,0,0,1548,1469,0,0,102,94,3017,0,196,100,4,104,,14,0,496,0,8,0,0,0,8,195,0,0,368,243,0,0,611,0,611,0,1768,5,3,,,,,0,0,,,,,,4,,2,,0,,,0,,,0,58,251,293,251,179,272,176,94,53,14,9,0,0,0,0,46,282,260,243,182,256,156,90,25,22,1,0,0,0,0,1650,1563,104,533,553,494,361,528,332,184,78,36,10,0,0,0,0,0,0
"G0500670","1850","Arkansas","050","Jackson","0670","Jackson",3086,0,0,1356,1161,3,3,277,286,2517,6,563,81,14,95,,40,5,447,0,3,0,0,0,3,125,0,0,57,55,0,0,112,0,112,0,1800,8,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,47,215,224,237,192,323,195,112,64,23,4,0,0,0,0,48,219,244,195,177,281,135,87,39,17,7,0,0,1,0,1636,1450,95,434,468,432,369,604,330,199,103,40,11,0,0,1,0,0,0
"G0500690","1850","Arkansas","050","Jefferson","0690","Jefferson",5834,0,0,1694,1503,9,7,1344,1277,3197,16,2621,124,71,195,,73,90,595,0,10,2,0,0,10,234,2,25,205,210,0,0,415,0,415,0,2127,35,2,,,,,0,0,,,,,,7,,0,,1,,,0,,,0,88,440,413,413,331,639,388,193,76,50,12,3,0,1,0,107,422,408,415,342,519,301,165,58,36,8,5,0,1,0,3047,2787,195,862,821,828,673,1158,689,358,134,86,20,8,0,2,0,1,0
"G0500710","1850","Arkansas","050","Johnson","0710","Johnson",5227,0,0,2387,2102,3,4,351,380,4489,7,731,130,23,153,,31,4,777,0,0,13,0,0,0,0,14,280,380,304,0,0,684,0,681,3,2661,11,0,,,,,0,0,,,,,,1,,1,,0,,,0,,,0,84,425,435,402,304,464,279,196,78,45,24,4,0,0,1,69,374,411,358,314,459,213,144,94,37,10,3,0,0,0,2741,2486,153,799,846,760,618,923,492,340,172,82,34,7,0,0,1,0,0
"G0500730","1850","Arkansas","050","Lafayette","0730","Lafayette",5220,0,0,1011,889,0,0,1749,1571,1900,0,3320,64,74,138,,24,79,349,0,8,0,0,0,8,125,0,0,100,107,0,0,207,0,207,0,1368,4,2,,,,,0,0,,,,,,2,,0,,0,,,0,,,0,60,385,359,344,272,600,379,196,100,52,5,3,4,1,0,78,380,383,284,250,501,284,160,75,42,18,3,1,1,0,2760,2460,138,765,742,628,522,1101,663,356,175,94,23,6,5,2,0,0,0
"G0500750","1850","Arkansas","050","Lawrence","0750","Lawrence",5274,0,0,2575,2307,2,2,186,202,4882,4,388,138,10,148,,69,1,800,0,14,0,0,0,14,366,0,0,443,339,0,0,782,0,782,0,2773,12,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,79,406,510,406,307,443,281,168,102,48,12,0,0,0,1,69,375,410,370,320,466,239,143,77,25,14,3,0,0,0,2763,2511,148,781,920,776,627,909,520,311,179,73,26,3,0,0,1,0,0
"G0500870","1850","Arkansas","050","Madison","0870","Madison",4823,0,0,2395,2264,0,0,78,86,4659,0,164,171,5,176,,31,1,843,0,12,0,0,0,12,410,0,0,349,288,0,0,637,0,637,0,2610,2,6,,,,,0,1,,,,,,2,,4,,0,,,1,,,1,88,422,422,380,239,366,243,176,72,40,20,5,0,0,0,88,369,395,378,287,388,205,144,54,26,12,4,0,0,0,2473,2350,176,791,817,758,526,754,448,320,126,66,32,9,0,0,0,0,0
"G0500890","1850","Arkansas","050","Marion","0890","Marion",2308,0,0,1074,979,72,57,66,60,2053,129,126,41,1,42,,9,0,361,0,6,0,0,0,6,150,0,0,91,63,0,0,154,0,154,0,1179,4,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,18,219,211,178,147,179,108,80,40,23,6,2,1,0,0,25,225,187,142,116,197,90,67,33,11,3,0,0,0,0,1212,1096,43,444,398,320,263,376,198,147,73,34,9,2,1,0,0,0,0
"G0500930","1850","Arkansas","050","Mississippi","0930","Mississippi",2368,0,0,824,672,4,3,433,432,1496,7,865,60,24,84,,36,22,284,0,4,0,0,0,4,55,0,0,80,77,0,0,157,0,157,0,1073,13,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,49,178,175,140,128,266,170,87,36,24,7,1,0,0,0,36,176,163,145,138,223,112,60,28,19,6,1,0,0,0,1261,1107,85,354,338,285,266,489,282,147,64,43,13,2,0,0,0,1,0
"G0500950","1850","Arkansas","050","Monroe","0950","Monroe",2049,0,0,851,800,3,0,193,202,1651,3,395,47,11,58,,112,10,310,0,,0,0,0,,,0,0,113,112,0,0,225,0,225,0,1093,13,0,,,,,0,0,,,,,,2,,0,,0,,,0,,,0,31,132,152,159,92,215,143,70,37,10,5,1,0,0,0,27,133,169,158,119,183,105,60,26,19,2,1,0,0,0,1047,1002,58,265,321,317,211,398,248,130,63,29,7,2,0,0,0,0,0
"G0500970","1850","Arkansas","050","Montgomery","0970","Montgomery",1958,0,0,984,907,1,0,31,35,1891,1,66,94,4,98,,22,0,319,0,5,0,0,0,5,100,0,0,155,105,0,0,260,0,260,0,1132,4,0,,,,,0,0,,,,,,1,,0,,0,,,4,,,0,45,153,171,162,100,162,102,63,35,19,2,1,1,0,0,53,172,175,129,92,156,79,46,29,8,3,0,0,0,0,1016,942,98,325,346,291,192,318,181,109,64,27,5,1,1,0,0,0,0
"G0501010","1850","Arkansas","050","Newton","1010","Newton",1758,0,0,871,833,3,4,22,25,1704,7,47,0,0,0,,15,0,288,0,4,0,0,0,4,130,0,0,51,40,0,0,91,0,91,0,972,0,2,,,,,0,0,,,,,,1,,0,,0,,,0,,,0,0,174,143,141,95,129,96,61,32,18,5,2,0,0,0,0,183,141,146,101,131,75,39,23,18,5,0,0,0,0,896,862,0,357,284,287,196,260,171,100,55,36,10,2,0,0,0,0,0
"G0501030","1850","Arkansas","050","Ouachita","1030","Ouachita",9591,0,0,3331,2954,2,0,1685,1619,6285,2,3304,227,112,339,,58,22,1122,0,3,3,0,0,4,90,6,90,444,415,0,0,859,0,859,0,4628,20,7,,,,,0,0,,,,,,9,,2,,0,,,0,,,0,158,693,776,702,539,938,587,360,161,81,19,4,0,0,0,181,691,759,672,553,766,486,275,117,48,22,3,0,0,0,5018,4573,339,1384,1535,1374,1092,1704,1073,635,278,129,41,7,0,0,0,0,0
"G0501050","1850","Arkansas","050","Perry","1050","Perry",978,0,0,501,456,2,4,6,9,957,6,15,31,0,31,,11,1,154,0,2,0,0,0,2,45,0,0,37,32,0,0,69,0,69,0,475,17,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,20,68,98,62,50,87,55,36,22,7,3,1,0,0,0,11,79,85,77,53,81,41,20,13,6,3,0,0,0,0,509,469,31,147,183,139,103,168,96,56,35,13,6,1,0,0,0,1,0
"G0501070","1850","Arkansas","050","Phillips","1070","Phillips",6935,0,0,2374,1967,3,0,1304,1287,4341,3,2591,134,84,218,,162,98,809,0,0,6,0,0,0,0,7,95,248,214,0,0,462,0,462,0,2951,98,1,,,,,0,0,,,,,,1,,1,,1,,,0,,,0,102,445,443,423,394,900,516,278,120,49,10,1,0,0,0,116,438,476,409,400,720,363,189,105,30,5,2,1,0,0,3681,3254,218,883,919,832,794,1620,879,467,225,79,15,3,1,0,0,1,0
"G0501090","1850","Arkansas","050","Pike","1090","Pike",1861,0,0,925,826,0,0,48,62,1751,0,110,62,6,68,,19,0,306,0,6,0,0,0,6,214,0,0,120,81,0,0,201,0,201,0,1015,0,4,,,,,0,0,,,,,,1,,0,,0,,,0,,,0,36,147,181,123,97,174,99,59,40,16,1,0,0,0,0,32,153,144,121,102,151,94,47,25,13,3,2,1,0,0,973,888,68,300,325,244,199,325,193,106,65,29,4,2,1,0,0,0,0
"G0501110","1850","Arkansas","050","Poinsett","1110","Poinsett",2308,0,0,1086,940,1,2,144,135,2026,3,279,81,12,93,,31,4,350,0,10,0,0,0,10,220,0,0,128,95,0,0,223,0,223,0,1314,5,3,,,,,0,0,,,,,,2,,0,,0,,,0,,,0,50,181,198,178,132,221,128,87,37,14,3,2,0,0,0,43,161,181,148,132,197,104,63,32,8,7,1,0,0,0,1231,1077,93,342,379,326,264,418,232,150,69,22,10,3,0,0,0,0,0
"G0501130","1850","Arkansas","050","Polk","1130","Polk",1263,0,0,626,570,0,0,33,34,1196,0,67,53,1,54,,9,1,189,0,6,2,0,0,6,89,2,28,120,85,0,0,205,0,205,0,670,5,0,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,24,94,124,82,74,100,62,52,33,9,3,2,0,0,0,30,91,112,84,71,99,52,38,18,7,2,0,0,0,0,659,604,54,185,236,166,145,199,114,90,51,16,5,2,0,0,0,0,0
"G0501150","1850","Arkansas","050","Pope","1150","Pope",4710,0,0,2222,2009,0,0,242,237,4231,0,479,149,17,166,,54,3,695,0,11,0,0,0,11,326,0,0,596,508,0,0,1104,0,1104,0,2558,13,2,,,,,0,0,,,,,,6,,3,,0,,,0,,,0,95,381,375,362,282,414,272,155,71,43,13,1,0,0,0,71,370,396,331,261,364,230,131,53,30,8,1,0,0,0,2464,2246,166,751,771,693,543,778,502,286,124,73,21,2,0,0,0,1,0
"G0501170","1850","Arkansas","050","Prairie","1170","Prairie",2097,0,0,974,838,6,6,129,144,1812,12,273,68,11,79,,33,6,328,0,5,1,0,0,5,100,1,20,99,67,0,0,166,0,166,0,1160,63,3,,,,,0,0,,,,,,3,,2,,0,,,0,,,0,40,143,165,160,129,219,112,70,45,19,6,1,0,0,0,39,157,137,147,118,181,102,60,30,13,2,1,1,0,0,1109,988,79,300,302,307,247,400,214,130,75,32,8,2,1,0,0,0,0
"G0501190","1850","Arkansas","050","Pulaski","1190","Pulaski",5657,0,0,2404,2102,11,21,523,596,4506,32,1119,147,25,172,,68,26,808,0,11,4,0,0,11,247,12,195,297,329,0,0,626,0,621,5,2523,337,1,,,,,1,0,,,,,,2,,1,,1,,,0,,,0,87,345,387,366,274,615,435,247,115,45,17,2,0,0,3,85,356,421,414,315,509,302,178,84,35,16,1,2,0,1,2938,2719,172,701,808,780,589,1124,737,425,199,80,33,3,2,0,4,1,0
"G0501210","1850","Arkansas","050","Randolph","1210","Randolph",3275,0,0,1596,1433,1,2,113,130,3029,3,243,115,6,121,,46,0,538,0,8,0,0,0,8,157,0,0,263,212,0,0,475,0,475,0,1738,18,2,,,,,0,0,,,,,,0,,0,,0,,,0,,,0,63,245,270,262,194,297,167,122,58,21,10,0,0,0,1,58,211,266,231,181,288,141,103,51,25,5,1,0,0,4,1710,1565,121,456,536,493,375,585,308,225,109,46,15,1,0,0,5,0,0
"G0501230","1850","Arkansas","050","St Francis","1230","St Francis",4479,0,0,2042,1728,2,0,359,348,3770,2,707,106,18,124,,75,15,643,0,12,1,0,0,12,305,1,45,275,185,0,0,460,0,460,0,2490,16,2,,,,,0,0,,,,,,3,,0,,0,,,0,,,0,70,306,369,344,314,455,266,160,75,33,9,2,0,0,0,54,292,336,310,264,404,209,139,54,8,5,1,0,0,0,2403,2076,124,598,705,654,578,859,475,299,129,41,14,3,0,0,0,1,0
"G0501250","1850","Arkansas","050","Saline","1250","Saline",3903,0,0,1833,1561,3,3,253,250,3394,6,503,79,8,87,,34,6,621,0,20,0,0,0,20,500,0,0,577,480,0,0,1057,0,1057,0,2203,7,15,,,,,0,0,,,,,,10,,6,,0,,,0,,,0,47,328,322,323,221,386,195,139,81,35,9,3,0,0,0,40,303,323,255,224,310,162,114,60,18,5,0,0,0,0,2089,1814,87,631,645,578,445,696,357,253,141,53,14,3,0,0,0,0,0
